Review Text,Review,Recommends,Review Length,Review Type
Food equality good ....:) hope aro improvement dakhte pabo,4,,58,Positive
Good food! Good service :) Loved it,5,,35,Positive
"They don't keep Lemon (Limbu) in the Kabab (Kebap) Section of the Restaurant, It was confirmed (after the waiter denied) by the person named Halim who sits in the Cash. So take ur necessary quantity of Lemon wt you.",3,,215,Positive
"I just like it, But decoration should be done better than b4.",4,,61,Positive
Undoubtedly it deservs to be among the best one's....can't remember how many times I've been there only for Murgi Mosollam !,4,,124,Positive
its excellent Place and nice food. i just love it...,5,,52,Positive
"The manner and gesture was awesome , I believe the owner stayed in abroad for long time , nice initiative",,TRUE,105,Positive
One word: Joss. �,5,,19,Positive
I suggest this masala tea ☕ awesome...,,TRUE,40,Positive
Osadaron,4,,8,Positive
"Very homely environment, awesome food with great taste... Recommended for family friends n individual lunch or any time when hungry.. Will visit again n again..",,TRUE,160,Positive
good tasty food. various items.,,TRUE,31,Positive
"Amazing mouth watering food also totally within your budget!!! Uncle , Aunty are the best hosts there is. Simply the best. The interior design itself will impress you.",5,,167,Positive
"৫০ টাকার স�ট�ডেন�ট বার�গারটা খাওয়া হয়েছে,দার�ণ ছিল স�বাদটা",,TRUE,152,Positive
"This is one of the most awesome places I have ever visit, tried their fried Ice cream and the taste was mindblowing...",5,,118,Positive
Yes I can tel you true Who come once he will back again and again That Is...,5,,76,Positive
Lovely people and awesome food! I love their burger� :),5,,57,Positive
Tasted their bbq burger and its awesome.. recommended.,4,,54,Positive
Awesome taste with hygiene and less price................,5,,57,Positive
Good taste. It's Burger quality is better than others.,4,,54,Positive
স�ট�ডেন�ট বার�গার �র টেস�ট খ�ব ভালো লাগল। কম দাম হলেও টেস�ট ভালো। অফারের সাথে স�প�রাইট/কোক আছে। অন�য বার�গার গ�লাও ভালো টেস�ট।,5,,322,Positive
I love their burger's... burger khabo to shudhu burger sultan thekei...,5,,71,Positive
আমি অনেক দিন �মন ভাল বার�গার খাইনি। আর মাত�র ১২০ টাকায় রিয়েল বার�বিকিউ বার�গার �ই বাজারে চিন�তা করাও কঠিন। �র চেয়ে খারাপ মানের বার�গার ২৫০ টাকায় অহরহ আমাদের অন�য বিগ ব�রান�ড থেকে কিনতে হয়। বার�গার স�লতানের জন�য শ�ভ কামনা।,5,,571,Positive
"The best buffet I have ever seen in Bangladesh. Wonderful atmosphere, awesome food & elegant service make me feel precious & wish to come back again. Thanks Baton Rouge Management",,TRUE,179,Positive
Best Buffet Restaurant in Dhaka. Food & service 10/10. Excellent work....,,TRUE,73,Positive
"Heard a lot about their desert speciality but not impressed. Overall foods and service were decent, badly missing a place for breathing or walking space like most of restaurants are providing a roof-top area or breathin space nowadays.",3,,235,Positive
I have visited many times at Button Rouge. This is the best buffet in Dhaka ever I have seen. Desert items are too tasty specially Gellipe. Not only foods are rich but also excellent for outside of natural view. Thanks Button Rouge.........,5,,240,Positive
food was good and elegant service �,,TRUE,37,Positive
One of the best buffet in town,,TRUE,30,Positive
I just visited Baton Rough today. They have a huge range of foods but most of them were not so good. The staff were quite immanered and we needed to call them many times and after a long time they would answer. Overall the food was fine. But the service has become worse than before. �,4,,287,Positive
verify of foods. well decorated. nice and clean.,,TRUE,48,Positive
Service level degraded than before. Refill delay is the frequent case during gathering. They need to improve the situation management capabilities. Agility found poor enough for improvement!,3,,190,Positive
Baton Rouge has its own elegance. Appreciate such wonderful restaurant which consists last decade same quality. Hats off to Baton Rouge for maintaining big operations. Good luck.,,TRUE,178,Positive
"Service not good. gathering. common food,",,TRUE,41,Positive
tasty food and a good atmosphere,,TRUE,32,Positive
First row buffet restaurant in dhaka city.... nice atmosphere & all food r delicious.... I love Baton Rouge more....!!!!,,TRUE,120,Positive
Baton Rouge is a very Exclusive Restaurant in Dhaka.,,TRUE,52,Positive
101 items.... Best was desert!!! Beloved place on the top. Service should be upgraded more.,4,,91,Positive
I Love Hotel Restaurant Job.I am From Bangladesh & I Live Soudirob AL Qurtoba BRAIRA Hotel.,,TRUE,91,Positive
We just attend a birthday invitation at Baton Rouge Restaurant. The foods are very tasty.,5,,89,Positive
"I visited this restaurant several times quite few years back. I didn't get chance to visit recently as I do not live in Bangladesh. Yeah, I found the restaurant very busy every time I went there. Space, environment or foods were neither that great nor that bad too. I am surprised to see some extreme negative comments from some customers. Anyway, management should count all reviews to improve customer satisfaction.",3,,417,Positive
Hi p be be new to do toiece of y We love Egg to to,5,,50,Positive
it's a decent place...,5,,22,Positive
Good place for family party.,5,,28,Positive
"It's good, but not great though. Good environment, family friendly. Food is good but not special. Refil is poor. But we have enjoyed!!",3,,134,Positive
fantastic food And Service tonight I Had. special Thanks to Mr. Arif & Mr. Kamrul. Hopefully We will Make It Again.,5,,115,Positive
Not bad... Nothing special!!!! Specially I felt bother when I seen the dirty washroom..,3,,87,Positive
Food quality is good and tasty food,5,,35,Positive
I always love this restaurant... All the dishes are very tasty...with reasonable cost...,5,,88,Positive
As a professional chef I rate the restaurant 3.5 but wish they will improve there service and food qualities better then now. Overall it's good!...�����,3,,162,Positive
Fantastuc.,5,,10,Positive
I m loving it,5,,13,Positive
good,5,,4,Positive
"The number of items are few, it should increase..... foods are more delicious! Satisfied with the tastiness.",5,,108,Positive
It's good & ffresh food...,4,,26,Positive
yummy food...I just love the decor and all....�����,5,,61,Positive
101items buffet was amazing! Loved the desert too!,5,,50,Positive
best,5,,4,Positive
Food was great. Had a lot of items. Had my fav few.,5,,51,Positive
today we arrange a programme in this resturent and that was so good management loved it,5,,87,Positive
my family also liked ur buffet items.....i m also like it.,5,,58,Positive
testy food. I visited it several time but all food remain cold.,3,,63,Positive
Good but they should focus on service. They need emphasis on customer...,4,,72,Positive
Amazing restaurant for buffet I love I very much.,5,,49,Positive
��,4,,6,Positive
The quality has gone down drastically during the last couple of years..,3,,71,Positive
The restaurant is very beautiful and all food her very good.,5,,60,Positive
"Well decorated buffet restaurant in Gushan 2..... Food was nice, tasty, delicious....... I taste 35 foods out of 51...... I just loved this restaurant......",5,,156,Positive
They are good they have 70 items but little bit improvement is needed like items should be more tasty. Too much taste is better than too much item.,3,,147,Positive
Wow! Really fantastic.I was enjoyed delicious foods,4,,51,Positive
Good food good people with a nice environment. Taste should improve.,4,,68,Positive
Good place good environment and food not bad,3,,44,Positive
Food was good...... but some of them were not hot. Desert was average in taste......,3,,84,Positive
"Well time spent with family....one of the best place for buffet dinner in dhaka...foods are so good,unique and tasty...",5,,119,Positive
Famous buffet restaurant in Dhaka. They run two sessions. Their salad bar & pastry collection is rich enough. Interior is nice & cozy.,4,,134,Positive
Its sort of good and has a well serving ppl m happy,3,,51,Positive
waw....that was mindblowing place for me and my family... foods were also very yummy...,4,,87,Positive
Environment was fine but food items were not properly directed. We had to stand in long que for several times. Some items were hidden for few times. All item should be presented through the catalogue must.,3,,205,Positive
"it was awesome,,,,the food was very delicious ...we had a very good time",5,,72,Positive
আমাদের প�রধানমন�ত�রী শেখ হাসিনা জীবনে ওনেক কস�ট করেছে যখন তার পরিবারকে হত�যা করেছে। �কা পথ চলেছে। যার বাবা ছিলনা সেই ব��ে তার কস�ট।তব�ও সেই হার মানে নাই।বাংলাদেশের কোটি মান�ষের পাসে �সে দারান।তব�ও তার পথে কম বাদা আসেনি আবার আসলো 21 আগস�ট গ�রেনেড হামলা।তব�ও সেই হার মানে নাই। বাংলা দেশের কোটি মান�ষের পাসে �সে দারান।আমরা কখোন প�রধানমন�ত�রী শেখ হাসিনার কথা চিন�তা করেছি।আমাদের উচিত বাংলাদেশের পতিটি মান�ষ তার পাসে দারানো �বং নৌকা মারকা ভোট দিন,5,,1151,Positive
Loved my time in baton rough! You people provide a great service guys! Congratulations and best of luck for the future!,5,,119,Positive
"Excellent! i couldn't find anything to complain, that's rare ;)",5,,63,Positive
YEP! Yesterday Am Tasted Buffet Dinar at Baton Rouge Restaurant !! UFF'S feel in The Chill! Thanks to #BatonRouge Management. #Cheers See u soon!!,5,,146,Positive
"Was great service and great food , and nice environment. I will visit when I will be Bangladesh . Fried Crabs was the besst. Best wishes always",5,,143,Positive
Taste of food was not upto the mark. Quantity is much but not maintaining their quality. They should improve their food quality. Environment was good and well behaved.,3,,167,Positive
Awesome bt drink no unlimited ��...................................,5,,71,Positive
Lovely restaurant we had a wedding reception there food was great staff good and great views of Gulshan. Only problem is there's one lift up to the restaurant.,5,,159,Positive
I have seen all the negative reviews and I was stunned to see people's react. I have been in this Restaurant for several occasions and every time I have been there I felt better then ever. All food are so delicious and super tasty and yet maintained with proper hygiene that every time I ate at the edge of my neck and never felt any complications. I would want to get there again and again.,5,,391,Positive
It was so nice for me.Foods were delicious and testy.,5,,53,Positive
"For buffet,considering food items,freshness, availability & of course hospitality, Baton Rouge is a unique choice,,,location also wonderful,,,good luck for BR,,,,",4,,162,Positive
not up to the mark. Not fulfilled the expectation. Place was gloomy. Service was bullshit.,3,,90,Positive
"its Too good actually, Food Quality is Super",5,,44,Positive
"Yesterday I was in Baton Rogue for buffet Iftar. there were a lot of items to choose. I liked Dosa, chicken items and specially variety salad were very good. I liked it.",4,,169,Positive
"ভাই রে আমি শেষ। �ত লোক, খাব কি? মান�ষের মাথা মান�ষ খাচেছ! ""food +person �ই combination ঠিক হওয়া দরকার।",3,,214,Positive
The food is extremely good 😊 my little daughter likes browie .,3,,65,Positive
"Food taste was good but the service was poor, place was overcrowded & food service was poor.",3,,92,Positive
It's okay but need some changes in management & chef..... All the best...,3,,73,Positive
খাবারের মান ভালো। আইটেম ও বেশি। বড় প�রোগ�রাম �র জন�য খ�ব ই উপযোগী!,4,,167,Positive
The food was amazing.i loved the crabs..dosa..tandoori chicken..beef salad..potato salad..kacha aam salad..cgeese cake..coconut cake.i frequently go here.my family loves it.well done.,5,,183,Positive
Food was good but have to be more improve their quality. Overall Environment was good. 🙂,4,,91,Positive
Whenever we visit Mr. Sohel Rana takes very good care of my guests and myself. Excellent service and great food!,5,,112,Positive
Food was delicious.service was really good.but need some extra ordinary dishes..,4,,80,Positive
Good food... Variations are appreciable...........,4,,50,Positive
Food refilling is not fast. Ambiance is ok. Catering needs to improve,3,,69,Positive
Environment was good but quality of foods wasn't so good and tasteful.,3,,70,Positive
"Yesterday we had dinner over there. There were some other programs going on. No air conditions were working. I think Quality must be improved to compete with other buffet restaurants. Environment was very good, view was also very good as well.",4,,243,Positive
Doesn't meet the requirements ... Need to improve services with delicious food .,3,,80,Positive
Food is delicious with variation .Dessert items lack of fresh fruits,5,,68,Positive
"Quality must be improved to compete with other buffet restaurants. Environment was good, view was good as well.",3,,111,Positive
Yesterday we went there & had dinner with buffet. overall foods wasn't bad anymore but dessert section is too poor!,3,,115,Positive
"Taste food with many options! Nominal price, but entrance lift should be more wider!",4,,84,Positive
Food was delicious...service was really good ...the place was neat...,4,,69,Positive
One of my fvrt resturent :),5,,27,Positive
ই,4,,3,Positive
I like it,5,,9,Positive
@[100008128459099:Nazir] Sk. Kolkata,4,,36,Positive
It's a beautiful restaurant.quality is very good,5,,48,Positive
Good,4,,4,Positive
"Good interior, better place for hang out with friends, though your most of the food’s main item test are same, like “chicken�..no difference! Otherwise all good...",,TRUE,168,Positive
"Food is average and overpriced, but it is a good place to sit and spend some time without the staff harassing you to leave. I usually go there for a solitary time, coffee and a book.",,TRUE,182,Positive
"I have had quite a few dishes here. I think one was stuffed potatoes with pasta. The potatoes were delicious but the pasta was too sweet. I've also had the chicken Ala Keiv. For about 700tk we got 4 tiny pieces of stuff chicken. Totally not worth it. The ravioli, seafood soup, grilled chicken & lemon mint soda were really good though. There are very few good restaurants in jfp & if they actually listen to all the input it could really be one the best. But for now it's definitely worth a try",3,,495,Positive
wow,5,,3,Positive
It was good at fast but now the food is not up to the mark. I was regularly visited that place until last two visits.,3,,117,Positive
Good place for couples �....Food quality need bit more good....Environment is just too good....,5,,97,Positive
The store manager is so nice ..... he act as we r in USA ... wow great pizza ..... best place in JFP,5,,100,Positive
Good food at Jamuna where preety tough to find value for money kind food.,3,,73,Positive
"Just exactly the place and food i like <3 But still,prices can be adjusted a bit :)",5,,83,Positive
"awsm spaghetti n caramel pudding i have ever tasted,services were awsm but i guess bologns r not up to the mark..the smashed potato s jst trmnds..but they should improve their rice..liked it",5,,190,Positive
Love it,5,,7,Positive
The coffee is just remarlable! Especially the hot chocolate! The interiors are nice. Service is okay. Price is a little too much I think. Apart from that a great cafe.,4,,167,Positive
Nice food,5,,9,Positive
Rasel,5,,5,Positive
there are so many favourite cafe of my life in Bangladesh..... ecstacy cafe is one of them.......... for that reason ecstacy cafe is your final pleasure destinations.... :-) :-),5,,177,Positive
nice place.. but price is little bit high.. overall fine..,4,,58,Positive
Food is good but way too expensive in terms of test and presentation...,4,,71,Positive
"Beautiful interior, delicious food. Just close your eyes and choose any item, you won't be disappointed!",5,,104,Positive
Great Place with delicious food. Food taste was Awesome. Best of Luck ECSTASY CAFFE,5,,83,Positive
Awesome place...would like to come again n again <3,5,,51,Positive
Mouth watering steaks n shakes!.....Nice ambiance......Great place to hangout :),5,,80,Positive
Good taste.....supper...like like like,5,,38,Positive
"The words that come to my mind about this place: AWSOME, SUBLIME, EXQUISITE, LUSCIOUS, YUMMY and So So.................",5,,119,Positive
awesome atmosphere with amazing n delicious food . .. ... ....... gr8 cafe.,5,,75,Positive
I liked their decoration and they offer a spectrum of exotic food.,4,,66,Positive
cafe er theme gulo o joss food gulo o yummy & delicious (y),5,,59,Positive
"Amazing Atmosphere , Great Service & Great Food , Looking forward to hangout again :)",5,,85,Positive
It's yammy and delicious...wait 4 next tym to g@@,5,,49,Positive
Good food,5,,9,Positive
delicious foods and jst awesome and yammmmmyyyyyyy :),5,,53,Positive
i want jucy now holly ramadan ifter party,5,,41,Positive
Just awesome ... :),5,,19,Positive
Awesome interior.,5,,17,Positive
Just now......,5,,14,Positive
Amazing decoration :),5,,21,Positive
Tasty food,5,,10,Positive
Fabulous,4,,8,Positive
Great taste......!,5,,18,Positive
It will rock....:-),5,,19,Positive
Just awesome,5,,12,Positive
So...sweet,5,,10,Positive
��,5,,6,Positive
:P,5,,2,Positive
Great tastessss,5,,15,Positive
Amazing ... & just Awesome,5,,26,Positive
Pizza is very much perfect 👌 and tasty 😋,,TRUE,46,Positive
fantastic food also service was good.,,TRUE,37,Positive
Food Quality soo good. Specially Lacci,,TRUE,38,Positive
One of best pizzas in Dhaka city....,5,,36,Positive
good food...cordial services,,TRUE,28,Positive
It was excellent ��...I loved it�..khabar gula Joss��..,5,,65,Positive
Their Lassi is so yummy👌,,TRUE,27,Positive
Loved it...�,5,,14,Positive
I've got pasta fever from this How'zz That🤑🤑🤑�,,TRUE,57,Positive
Super,5,,5,Positive
It was excellent,5,,16,Positive
I loved the juicy Taoya Jhal Fry the quantity is enough for one person. it was fresh and tasty! must try this one.,4,,114,Positive
Best experience. I felt like I was at home surrounded by family.,5,,64,Positive
"If you want exceptional something, you can visit. Excellent food quality as well as service.",5,,92,Positive
"One of the best place for chap luchi type item in Bashundhara..the environment, service and most importantly food everything was so good.The chicken chap was best compared to the beef one. like the welcome drinks..they served this twice for us as we like it so much� good attempt, carry on all the best�",4,,307,Positive
"A sacred place to put off your shoes to enjoy kabab but the kababs are just so ordinary par price point & ambiance! A street vendor even serves a mixed salad/chatni on the side but you get few slices of aged cucumber with any kabab served here & the special luchi was thick, the rosgolla was below average. Way to go for a proper kabab place!",3,,342,Positive
"Only place for chaps in Bashundhara, but surely one of the best � Taste - 8/10 Service - 9/10 Place - 8/10 Keep up the good work, try adding the famous corn soup with chap, and keep adding new items please !",5,,209,Positive
An initiative by a great person has to be great. Hope to visit soon.,5,,68,Positive
Excellent beef chaap.,5,,21,Positive
The food quality and taste is so high but the price is under control I really like it chicken chaap�,5,,102,Positive
"The brain fry, special chicken chaap and my personal favourite, the Beef boti Kebab are all delicious and provide the best value for money I have seen, considering the facilities. As a beginner in the restaurant industry, I think they deserve a 5 star. Have already visited more than once, shall continue to visit in the future.",5,,328,Positive
1st of all their hospitality are really nice !! offer a delicious complimentary drinks at the beginning !! We have ordered 1 chicken chap n chicken boti kebab !! I must say really worth it !! Chicken chap 9/10 ( price - 100tk)... Chickeb boti kebab 10/10 (price - 80tk),4,,269,Positive
"I was the creator of "" buijha lou "" name and now its really sad to hear about the changed, good luck for new comer!!!",3,,117,Positive
Nice place..very good service..special chap and kabab and .Thai soup very very nice ...osam..O like this food..evething good..,4,,126,Positive
Welcome drinks was good along with the others food was good. All the foods items was good. One request add some more items in the manue so that we can try more,3,,159,Positive
A nice place to have gossip and the traditional taste of ম�রগীর খাসির গর�র চাপ at a very reasonable price...and your behaviour is truly praiseworthy.... Hope to visit soon again!!!!!! :D,5,,220,Positive
"Being a foodaholic I must say that I've eaten one of da best chaps ever here in Bashundhara.. From food to its service, everything was simply the best.. & I'm absolutely in love with its environment..! :D",5,,204,Positive
fully satisfied o_O cashewnut salad n mexican chicken was really yummy price is reasonable best of luck,5,,103,Positive
The Chicken chap was really good. N of course the Pakki too. I also loved the interior design. Overall​ a good place to check in with friends.,4,,144,Positive
Chicken chap and luchi... Awsm taste...with an amazing welcome drinks...service was well.... Wanna come again and again...All the best....!!,5,,140,Positive
"Good food, good people. Wish you all the best.",5,,46,Positive
The place is good Well doctorated Reasonable price Good quality I like the tips box interesting,4,,95,Positive
I like the food .. Yammy .. Definerly the best around Basundhara ..must try :),5,,78,Positive
Service is slow but the food is good and price is quite reasonable.,4,,67,Positive
Their welcome shots are really good... the food is also good... I just loved it...,5,,82,Positive
"Reasonable prices, tasted good, bt u should increase the amount of salad... And most importantly, u should have a proper system and storage to keep the shoes inside the restaurant. That feeling was quite awful...",5,,212,Positive
They have the Juiciest beef boti i have ever tasted! In love with their playlist! ���,5,,91,Positive
"Nice place , service was good, food was delicious specially (চাপ, ল�চি)",5,,84,Positive
"Food Was Yummy� Behave o shobar valo chilo, place was too good, Loved it����",5,,86,Positive
"Environment- 10/10 Food- want more items ! ^_^ btw, 10/10 for existing menu Tamarind starter is too good idea....which is totally free ! Service- too friendly !",5,,160,Positive
Awsome food.... The Special chicken chap nd lebu chini was so yum! Specially the roshogolla !!! Mst try Roshogolla!!,5,,116,Positive
I really liked the welcome drinks. Prices are reasonable as well.,3,,65,Positive
not up to the mark. luchi was so oily and harder so that was not taste.. chap was good.,3,,87,Positive
Love there beef chap.embience & interior is cool.chatni was fav.specially welcome drinks joljheera is nice idea....,5,,115,Positive
"One of my most favorite place for food. Food, Service, environment superb! Beef Chap, Luchi & Lemonade....Just wow! <3",5,,118,Positive
Very good food with great taste :) good job... 'Chalaye Jaw' :D,5,,63,Positive
Food quality and taste is above average. Price reasonable. Number of items very less. Interesting part is they give welcome drinks!!,3,,132,Positive
"Food quality, tastes are all great 8/10. Very reasonable price. Service: 10/10.",4,,79,Positive
This is my favourite place & chap kabab. ...love it,5,,51,Positive
Nice and Healthy food. Nice place to hangouts. :),5,,49,Positive
"�তটা টেস�ট হবে আশা করি নাই...মিরপ�রে �কটা শাখা চাই, সপ�তাহে �কদিন যাব :)",5,,174,Positive
"Amito buijjha loisi,apni kobe niben?? Really quality food,well manner.i am totally impressed :-)",4,,96,Positive
"যদিও কোরবানীর ঈদের সাইড �ফেক�ট হিসেবে বীফ সাপ�লাই না থাকায় মেন�যূ টা চিকেন আইটেমেই সীমাবদ�ধ ছিলো, তব�ও যা হাতে ছিলো তাই দিয়ে আপ�যায়ন ভালোই হয়েছে :) খাবার ফ�রেশ ও টেস�টি (y)",4,,435,Positive
Best chaap and kabab in Bashundhara... :D One of the bests in town...,5,,69,Positive
itzzz totally different :D And food was too delicious :-p everyone should try this :-),5,,86,Positive
good food with good environment and behavior... want to go again :),4,,67,Positive
Best best best food ever...,5,,27,Positive
They provide foods in reasonable price... We've been many times,4,,63,Positive
খাবার আসলেই মজার। ৫ স�টার দিলাম। কাজেই ব�ই�া লও।,5,,125,Positive
Loved the food superb service is really good,5,,44,Positive
:D environment was good! and service was good enough!,5,,53,Positive
"Gorur boti kabab tah onekk fine,it's a must try! :D",4,,51,Positive
Love this place....food was good (y),4,,36,Positive
It was a good place! I liked the environment,4,,44,Positive
খাবারটা দার�ন ছিলো...কি কইতে চাই ব�ই�া লও ;-) নাইলে জিগায় লন :-P,5,,149,Positive
Good food & Good service.... Hope to visit again :D,5,,51,Positive
I highly suggest this place ! ;),5,,32,Positive
Itzzźzz awesome......,5,,22,Positive
Chicken is Good nd also beef. Different taste. Evryone should try it ones. :) :),5,,80,Positive
food was good....... well decorated........good environment........... service was excellent....and the place is perfect for hangout with FNF...... :),5,,150,Positive
Could be more tasty and unique but very nice environment I MUST say ! :),4,,72,Positive
Liked the place....the food is really tasty...especially the chicken boti kabab..but i hope the taste of chicken chaap will improve in future...:) will come again...,4,,165,Positive
Loved it! (y) Reasonable price and tasty food. The environment was also good.,5,,77,Positive
Good food with reasonable price...simply the best :),5,,52,Positive
awesome place...not giving you 5 stars because I want to be better after it's renovated... and specially I liked your price range and the food is also very tasty...keep it up :-),4,,178,Positive
Best quality... Good food... Reasonable price... Love this place... Try it u will also love this place...;),5,,107,Positive
yammi......,5,,11,Positive
Food was great.. But there was a rat.. n it wasn't a good sight at all.. :3 N some dishes weren't available.. Work on these things..,3,,132,Positive
Certainly a good place for good food at reasonable price.,5,,57,Positive
"Quality food . After a long i found a restaurant's(outside dhanmondi) ""chap"" taste just like dhanmondi areas chap :) very friendly customer service except ""Salad onk kom dei "" :D",5,,178,Positive
ok....great environment.... better food quality..... good enough (y),5,,68,Positive
Went there yesterday. The chap was delicious and cheap at the same time :),4,,74,Positive
"environment, decoration, behavior ,pricing and obviously the taste are too good......most importantly this is actually in our reach....in one word it is ""AWESOME""....perfect place for family gathering, friend's hangout",5,,218,Positive
Hoping it will be great .carry on and will be come to visit.,5,,60,Positive
Delicious and fresh ^_^ well behaved staff :),5,,45,Positive
Best pizza in the town! The crusty base and the combination of flavors are to die for! We have celebrated most of our special days in office (if we don't eat out) with Pizza Latvita's Pizza! <3 <3 <3,5,,199,Positive
"The pizza tasted great! The free home delivery was timely despite the heavy rain and storm. But they should have more delivery points, because our pizza got cold during the trip from the faraway delivery point.",4,,210,Positive
Experiencing some really mouth watering pizzas in very reasonable price .... their service is really satisfactory.... they will made your day..... best wishes for them....Thank you....,4,,184,Positive
its good. Never disappointed.,5,,29,Positive
"I loved it! I have tried different types and have to admit, accept the four cheese pizza, I loved each one of them!!! Highly recommend ��",5,,141,Positive
Great thin crust pizzas. Loved the first one I ordered. So immediately ordered another one. The second one was excellent as well! They were nice enough to give a free 1.25 L coke with it! Keep up the good work!,5,,210,Positive
Great! Cheese tastes awesome with the crunchy thin crust. it was warm & tasty. I recommend the Spello one :),5,,108,Positive
#Marco_Pollo .Pizza Just Wow .,5,,30,Positive
"Loved the thin crust pizza, i ordered 2 and got 1free, and service was good but I would love little more topping coz it was not enough for me but all in all good pizza :)",4,,170,Positive
I just love pizza La Vita � Really Their Pizza are awesome� And service is just too good One of my Favourite Pizza Brand �,5,,128,Positive
"*****Best Italian pizza in Dhaka***** Felt like I was in Italy, great pizza. I finished a full 12"" chicken tandoori pizza within 5 minutes. Keep up the good work guys... Waiting to see more delicious flavors soon... Food taste 10/10 Service 9/10",5,,245,Positive
The best pizzas in dhaka.Awsome taste of all the pizzas.Also their service is really good.I am very satisfied.,5,,110,Positive
Awesome pizzas with excellent delivery service and great flavors at a great price!,5,,82,Positive
Really mouth watering Pizzas in Dhaka.Price is very reasonable.Service is too good.Loved it....Best of luck for them.... <3 <3 <3,5,,129,Positive
Yummiest pizza .. good job ... is it available to mohammadpur area for home delivery ??,4,,87,Positive
It's more tasty than pizza inn. I would like to taste again.,4,,60,Positive
I always love their pizza � best italian pizza in town!,5,,57,Positive
"Ordered Heisenberg, got it delivered within 30-35 minutes. It was warm & tasty!!! Thanks a ton �",5,,98,Positive
Excellent pizza! Best in the town according to me �,5,,53,Positive
Had three pizzas on consecutive days. They were great! Can't wait to try the others!,5,,84,Positive
True authentic Italian � pizza! Just loved it!! +++,5,,53,Positive
The taste is really good...just love it..:)..:)...,5,,50,Positive
love the thin crust and qucik delivery :),5,,41,Positive
"Good service, Nice time management, Excellent Food. Best Italian Pizza in Dhaka.",5,,80,Positive
"Just had your Funghi e Pollo, it was good, missed the chili flakes though!",4,,74,Positive
I just loved the Chicken Alfredo Pizza......it was marvellous......,5,,67,Positive
Great going guys!! Wishing u all the best and planning to visit u soon! Cheers!! :D,5,,83,Positive
Amazing tasty pizza in my expecting price range :),5,,50,Positive
Pizza La Vita's Pizza is very interesting & tasteful.,5,,53,Positive
Best pizza in Town! . . Love The Pizza Of #PizzaLaVita,5,,54,Positive
best pizza in town!,5,,19,Positive
It's awesome... Best in town.. Keep it up,5,,41,Positive
I loved it...........................................,5,,53,Positive
great taste at great price! Sure gonna be a regular! :D,5,,55,Positive
"Excellent service... test is good, specially ***CHICKEN ALFREDO**",5,,65,Positive
Superb..I wish i lived in uttara... d,5,,37,Positive
THANKS ..................................................................,5,,73,Positive
delivery system is very well and speedy,5,,39,Positive
Amazing.,5,,8,Positive
Love The Pizza Of #PizzaLaVita,5,,30,Positive
The best Pizza in the city..... :),5,,34,Positive
I always feel like I am in my own restaurant. The best thing of food land is friendly staff. They are very kool. Food is alright. In a nutshell I would say it's perfect for the kids.,,TRUE,182,Positive
food was tasty extra food need like fish items,,TRUE,46,Positive
Totally very satisfying in every way. The quality and quantity of food is worth the price. I hope you never degrade your quality. Its the best restaurant in Wari. My all time favourite. Will always look forward to this cafe.�,5,,227,Positive
"Awesome BBQ Chicken , best BBQ of the town! grilled chicken Subway with cheese also good! <3 very good behavior of all stuffs!",5,,126,Positive
I Love the food. Taste is to good. Environment is good. Specially the behavior of all staff is outstanding.,5,,107,Positive
There food was too good.....food price o saddomoto.....but prob ekta waitting ta ektu besi koray so please try to solve it..... Otherwise everything is good.....,4,,161,Positive
This is da best place to enjoy yummy food nd my children love to play here......too much fun,5,,92,Positive
I liked it..... it service was good.... me nd my friends enjoyed there very much..... it's a good cafe for couples also���,4,,128,Positive
smoothys good,3,,13,Positive
Tasty food. nice environment. Good service. What else anyone want :D i love this place,5,,86,Positive
Best quality food,5,,17,Positive
I love the place.taste is to good. Staff der behieve onk valo.,4,,62,Positive
food was very taste..service was very good..overall perfect...i just love it very much,5,,86,Positive
Awesome environment with good and healthy food for all the food lover's... Must Come!!,5,,86,Positive
Not bad except mosquito. Food quality is better and service also. we will go there again. they should take action agaist mosquito.,4,,130,Positive
Great taste gud quality maintain services r well & alwys maintain the same taste...�,5,,86,Positive
The Food was really amazing and my kids love the place.. I loved it,5,,67,Positive
"1st time in this place, Everything was fine. :) Will definitely come again :)",4,,77,Positive
I loved the food so much..its so ummy..the environment is so beautiful..,5,,72,Positive
"supeeerrrr..... place, food, environment,service ... everything is perfect �",5,,78,Positive
It’s my favourite cafe ��� good service & good food quality,5,,67,Positive
Tasty Foods and Good service. My wife was wandering to have subway and we find it here .,5,,88,Positive
Its perfect place for family or friends or couple.. ��,5,,58,Positive
"so good, excellent service,, reasonable price,, hope to visit again and again",5,,77,Positive
Food 4/5 Service 1.5/5 Poor - Need to take care Environment 4/5 Playground 4/5,3,,78,Positive
Food taste is grt A grt place for Frnds to hangout,4,,50,Positive
Awesome good food... Environment: 10/10 Behaviour: 9/10 Food:100/100 Pasta ::yummy��,3,,88,Positive
good food and well customer service. lovely interior,5,,52,Positive
Bt need a smoking zone... �� Otherwise food is ok,3,,53,Positive
Food was average...Place was good..it was great fun.,3,,52,Positive
Pasta ta khub valo hoyse my fvrt restaurant food lind,3,,53,Positive
Food Taste and Quantity are too much Satisfying.,4,,48,Positive
8yggdkskshsisjhsidhdhsishsoshsowhsodhhejdisiehhsisjsh,5,,53,Positive
