Review Text,Review,Recommends,Review Length,Review Type
horrible experience extremely spicy pizza bad taste waste of money never going again...,1,,87,Negative
Worst deep dish pizza ever!! Don't fall for paid reviews.,1,,57,Negative
Don’t try plz’ worst one ever,1,,33,Negative
"নিয়েছিলাম Impasto special deep dish pizza. ভালো বলতে চীজ নিয়ে কোন কিপটামি করেনাই। করছে টপিংস নিয়ে। ক�রাপসিকাম আর কাচা পিয়াজ দিয়ে ভরা ছিল। চিকেন খ�বই কম আর ড�রাই -_- জায়গাটা স�ন�দর। 👌 ভ�যাট নাই, কিন�ত� 10% সার�বিস চ�যাজ -_- পরিবেশ গরম, ওয়েটারদের পাওয়াই যায়না, চেয়ে সস নিতে হইছে। রিসিপ�টে চ�যাজের লিখা 0%",2,,715,Negative
Eto baje pizza I guess footpath e o bikri hoy na..R je ekkhan combo offer diyechen eita purai lok thokano r service to ---0 star �,1,,132,Negative
Eto baje pizza amr life a o khai nai Tao abr iftar er shomoi ! Tader hospitality eto baje chilo..r jara ay restaurant k bhalo bole review dey ! Jani na kmne dey ! Don’t waste your time and money,1,,196,Negative
Order subway sandwich there. I get a crispy bun instead of subway sandwich. Didn't like the place at all. There was very bad smell in the whole place. Complain two times but nobody care.,1,,186,Negative
"No words to say...���,.........!!!!!!!!!!!!!!!!",1,,53,Negative
Worrrrrrrssstttttt pasta ever......���amr lifer shbcheye faltu pasta chilo Juice boxr pasta... 01/10..�� Improve kra khub beshi proyojn����,1,,157,Negative
They started good but now they're worst in service. The same bullshit most of the Bangladeshi businesses are doing. They always degrade the quality of the product or service. Good Luck!,1,,185,Negative
"দাম হিসেবে মান ভালোনা, রাস�তার পাশের �কটা দোকানের বারগারের দাম �ত বেশি হওয়া মানায়না",1,,218,Negative
Food quality too poor...service was also bad...increase the food price for selling the package...,1,,97,Negative
I live in Khilgaon. I used to go to Rizq most of the time. But now a days it's over all services are not good any more. the behavior of waiters are going bellow average. The food taste is not good like the previous time.,1,,220,Negative
out of my locatio...........,,FALSE,28,Negative
"I live in Khilgaon. I used to go to Rizq most of the time. But now a days it's over all services are not good any more. the waiters are not working fast. I have to call them at least 4 times to ask the time of serving the food. I went there with my guest who are from another area. We ordered "" Chicken Sahi Bhoj "" 2 hours before we go there but the funny thing the waiter said us that ""mama salad sesh hoiya gese. arr nai "" then we started eating food.The food taste is not good like the previous time.",1,,503,Negative
Quantity is pretty low.I took beef Kala vuna.Belive me only 4 piece for 120 tk.Other guys giving 5star are surely paid.Just check carefully before ordering anything.Very disappointing.,1,,184,Negative
"We ordered take away food for 30 pax on 30 Aug 16 items: Duck roast, chicken roast & polao Taste : 3/10 ( Food was cold, tasteless, etc.) Service: 7/10 Price: 7/10...",1,,166,Negative
horrible horrible service their waiters behave worse than the cheapest local restaurants,1,,88,Negative
Worst food -_- waste my money.,1,,30,Negative
low class food......,1,,20,Negative
পচা খাবার দিয়াছেন ....,1,,52,Negative
"খাবার ভাল ছিল। বাট AC hall Room �র মেনেজমেন�ট ভাল না , আগে থেকে ব�কিং দেয়া যায়গায় ই কাস�টমারকে বসতে দেয়া উচিত, #প�লাস�টিক �র চেয়ার AC Hall Room � মানায় না। যদিও আমরা পরে ঠিক মতন পাইসি , thnkx",2,,431,Negative
Service baje chilo onek. Glass moyla chilo 2 bar change koraisi. Ekhon sahi vhoj baje kore felse.quantity komay felse. I think agei valo chilo.,2,,143,Negative
রেটিং টি শাহী ভোজের জন�য -_- জঘন�য প�রা বলা হয় ৪ জনের জন�য যথেষ�ট কিন�ত� তা তিন জনের জন�য হয় ম ম�রগীর সাইজ অত�যাধিক ছোট রান�না ও তেমন ভাল শ�ধ� পরিমানে �কট� বেশী �ই যা। �র চেয়ে চিকেন বিরিয়ানি খাওয়া অনেক অনেক ভাল,1,,523,Negative
I don't know what to say!ordered set menue and he comes with chicken onion gravy where there were 2-3 small slice of chicken and a lots of big big onion :v ...ha ha ha ..after complaining served some chicken again :p ..what to say !!! coffee had over sweet and milk in it!!! tested like sugar caramel -_-,1,,304,Negative
"I just had jira pani. It taste like tamarind juice. I was shocked after tasted it, no way near to original recipe. @khilgaon",1,,124,Negative
Poor service with bad food :( no time for being there again :/,1,,62,Negative
Tasteless swarma. Worst ever swarma. Price too high,1,,51,Negative
valo lage nai Pizza Ta � purai faul chilo � French Fry o Purai Lose �,1,,75,Negative
Aw fast food cafe' l very very like it,1,,38,Negative
আপ�নারা ভ�যাট �র টাকা চ�রি করেন ।খাবার �র ব�যাবসার নামে আপ�নারা হইলেন চোর । :),1,,195,Negative
Very poor services!!,1,,20,Negative
Very good. I acceptable,1,,23,Negative
once upon a time it was best in dhaka.but now its service and food quality too poor. oil and masala is used too much and taste si poor,1,,134,Negative
"Very poor experience! They are thinking more about profit than customer satisfaction.... It is just a brand name now, but sooo poor in quality.....",1,,147,Negative
Extreamly hopeless eating in your branch in kuala lampur. all food hv a same soil taste n no flovor at all. N no words for environment.it's just like bhater dokan in a slam beside railway station of BD but the surprise is they charge me 50rm for food where in good restaurant in kualalampur u can finished your meal within 20/30rm trying even their all buffet.hopeless n nvr wanna stop in star kabab unlikely.,1,,409,Negative
I wanted khashir kacchi nd they packed me morog polao..nd charged kacchis price..���,1,,90,Negative
now it is disappointing,1,,23,Negative
Average,2,,7,Negative
aweful! My cousin got sick!! You should improve your food quality.,1,,66,Negative
Its running on its name now...not on its service...,2,,51,Negative
worst.............................................,1,,50,Negative
Unhealthy and Expensive Kacchi Biriyani. Not good anymore!!!,1,,60,Negative
"afnxdasjgghddszxdfbjkl;'.;,lngcxzzxcvbjkl;,';kjgfxz",2,,51,Negative
"pocha khabar, eto nimno maner khaber r kokhono khaini. ami kono star dite chaini , kintu upay nai ekta ontoto ditei hobe.",1,,121,Negative
Aksomoy pagol chilam.but ekhon waiter gular bhab Ar tader behave dekhle Mone hoy ami jail a khaite ashchi,1,,105,Negative
"সালাম�ওয়ালাইক�ম! আপনেগো রেপ�টেশন আর স�খ�যাতি দেইখা আইজ গেলাম ইফতারি আনাইতে! কিন�ত� বলা বাহ�ল�য যে ""দইবড়া"" লইয়া আইসা খাইছি সেরাম �কটা ধরা! � আহা সে কি টেস�ট! �ক�কেরে ""টক"", প�চা ও বাশি!! ইফতার টা ই মাটি!! জয় ""প�চা"" দইবড়া! জয় ধানমণ�ডি স�টার কাবাব! বি. দ�র. দইবড়া কেনার আগে দেইখা শ�ইনা ব�ই�া লই আইবেন! প�চা ""দইবড়া"" ক�রয় করিলে তাহার জন�য কর�তৃপক�ষ দায়ি না! �বং �ই পোস�টদাতা ভ�ক�তভোগী বইলা �হেন কথা বলিতেছে।",1,,989,Negative
খ�ব বা�ে খাবার... রোজার আগে খাবাব খাই অস�স�থ আর গতকাল ইফতারি খাই ও অস�স�থ...,2,,184,Negative
"আপনাদের সার�ভিস দিন দিন খারাপ ই হচ�ছে, ভেবে নিয়েছেন মান�ষ তো আসবেই, না �সে যাবে কই? আপনারা টেলিফোন অর�ডার �ই রেস�ট�রেন�ট চালাতে মনে হয় আগ�রহী, যারা �ত কষ�ট করে আপনাদের রেস�ট�রেন�ট � যায়া খেতে, তাদের সার�ভ করার কোন আইটেম স�টার কাবাব রাখেন না, মনে হচ�ছে টেলিফোন অর�ডার ছাড়া স�টেপ ইন কাস�টমারদের জন�য উনাদের রেস�ট�রেন�ট না...স�টার কাবাব কর�তৃপক�ষ কে অন�রোধ করব, সাইনবোর�ড � লিখে দেন যে টেলিফোন অর�ডার ছাড়া কোন অর�ডার নেয়া হয় না, স�টেপ কাস�টমাররা তাহলে সতর�ক হবে।",2,,1164,Negative
�তো বাজে কাবাব আর গ�রিল ইহোকালে খাইনি। �তো খারাপ কিভাবে হয় আল�লাহ মাল�ম তাও আবার ঢাকার মত জায়গায়,1,,249,Negative
"you want kabab & tikka seif ami vhalo kabab & tkka banate pari&giril chicken purte mix korte pari & shorma banate pari, 01748559077",1,,131,Negative
বাজে প�যাকিং সিস�টেম! সিক-কাবাব পার�সেল নিয়ে ছিলাম বাসায় আসে দেখি কোন কাবাব নাই... :(,1,,212,Negative
Food er quality r quality faltu kre felce r Waiter gula 1 1ta Jomidar��.Behaviour onk khrp�� jno oder oi khane tk diye khai nh free te khai emn vab nei�. Waiter gular jonno aro din din khrp hoye jacche Star Kabab.,1,,223,Negative
�ই পেইজে যে মোবাইল নম�বরটা দেওয়া আছে সেটা আমার পারসোনাল নম�বর কে বা কারা �ই কাজটা করেছে বা কেন করেছে আমি কিছ� ব��েতে পারছি না আর অনবরত আমার ফোনে ফোন আসছে আর বলছে �টা স�টার কাবাব ভাই আপনারা �টা সংশোধন করেন না হলে আমি আইনত ব�যবস�থা নিতে বাধ�য হব,1,,620,Negative
Banijoo mela te ja shuru korsen Bill nia aro kom grade deageley tai ditam,1,,73,Negative
Poor food quality & Cheap seating arrangement!!!!!,1,,50,Negative
"I think luv relishon teke Frnd ship valo, coz luv relishon ses hoiye jate pare but gd Frnd ship kokono ses hobe na.<br> .....gd Frnd forever.....",1,,145,Negative
worst buffet ever. no good item's,,FALSE,33,Negative
"very common menu, cooking quality poor. I suggest you to reduce menu and improve quality/ taste of food.",1,,104,Negative
Previously they were too good but recently it seems poor. I think they need to redecorate & items should be reviewed & changed as well.,2,,135,Negative
"taste 0, verity 0, Item not even near to 101. a total waste of money. it used to be my fav place before...:-(",1,,109,Negative
Not going there anymore. Food quality was already bad and recently saw in tv how filthy and indifferent you are! Will prevent my know persons from going there too.,1,,163,Negative
"It’s going to be lame ! Just getting simple & ordinarie like any other local buffet restaurant.. this was my 1 of a fav place but I think not anymore! Food quality & tests like So So, environment very much reddish, their behavior like “what I give, u have to take it otherwise leave� & that’s not nice at all.... very, VERY much disappointed ! GET WELL SOON",2,,364,Negative
not good taste.............,,FALSE,27,Negative
It’s dusguistingly filthy and poor space. You can see the filths scattered all around. God knows when was the last time they even cleaned the air conditioning units as they were quite dirty. The food was awful. Most of the buffet counters were empty and was not refilled even though we had drawn attention to the manager. The artificial glass water fall is stained with fungus. This was definitely not the place where I used to visit frequently when I used to live in Bangladesh a decade earlier. I will not recommend this place at all.,1,,538,Negative
"food quality average, but not good as like as previous. visited today after 2015. service was too poor ! didn't event get any spoon and small plates, they said all plates are washing right now ! service boys are too lazy to serve drinks or anything.. another poor service quality buffet restaurant i've ever visit !",2,,315,Negative
The food is bad. The bathrooms/washrooms are yucky! Dear authorities please do something about it!,1,,98,Negative
I did not like the taste. There was no wow factor. If you only want to have the common and ordinary taste then go for it. Really for me it was a wastage of time and money.,2,,171,Negative
Worst food I've ever had .. You people don't even deserve one star .. tasteless food .. restaurant was full of insects .. if you can't maintain the quality than please close your restaurant..,1,,191,Negative
The worst Restaurent and very poor which is not clean and cool. AC is not working as well they are very dirty in environment.,1,,125,Negative
"I went there with a very high expectation because I heard their name a lot. But the food quality was really poor. I heard they had 102 items but only the chef's special item was good, rest of them were too bad.",1,,210,Negative
"Place is over crowded, extremely noisy. They have divided their place into 4 parts. 3 events and buffet dinner all are going under one roof. Food was average. Not going back ever again.",1,,185,Negative
There are a lot of item but no one item is tasty to eat. Previously it was better than now.. Became sad...,2,,106,Negative
"You are selling unhealthy, rotten foods. No one should visit this restaurant.",1,,77,Negative
service was worst...........foods were not tasty at all ..... on the other hand crowd .......uff unbearable.,1,,108,Negative
disgusting food i went today for lunch came back with upset stomach and still throwing up like crazy this place needs to shut down,1,,130,Negative
Very poor quality & insufficient availability of food. & also sub-standard service. Really disappointed dining over there.,1,,122,Negative
Very Poor Quality..Food..,1,,25,Negative
Totally wastage of money. Worst taste of foods. Service quality is also very bad. Will never visit again.,1,,105,Negative
"It's not good....food, service & attitude low standard restaurent....",2,,69,Negative
Ignore this,1,,11,Negative
Average !!,2,,10,Negative
"Substandard food, lousy service, shabby decor and overpriced !!",1,,63,Negative
Food � taste very poor.,1,,25,Negative
So arrogant with 12 years of experience. Be professional.,1,,57,Negative
Worst in taste!Total loss of money!Poor service!�,1,,51,Negative
Wuackku Wuackku Wuackku Wuackku Wuackku Wuackku Wuackku,1,,55,Negative
Worst food I've ever had .. You people don't even deserve one star .. tasteless food .. restaurant was full of insects .. if you can't maintain the quality than please close your restaurant..,1,,191,Negative
"Worst taste, worst refill service, poor food menu. V.bad service in deed",1,,72,Negative
51 item in buffet lunch with 1050 Bdt Food taste is wrost ever I had tasted Its just a jerks to go there...!!!!,1,,111,Negative
marattok baje khabar � ek kothay purai faul chilo.... kono itm e vlo lage nai cckn chara,1,,90,Negative
Worst food I ever had...wastage of money...not properly worm... tasteless... I had their buffet �,1,,99,Negative
All good accept the food... Tasteless.. it has become extremely local attitude buffet place..,2,,93,Negative
"I am astonished how a restaurant of such level can't maintain their hygiene BTW,refill was too bad.. several items were not served after first time & some of our colleagues wanted wheather it will be refilled or not they said Sorry Sir.. And Temperature was not also well controlled in hall room.. My suggestion for others will be, there are much more better ones here in Dhaka",1,,377,Negative
"Worst experience I ever had in any restaurant in Dhaka.. 19 aug 17 we 200 Doctors of Shaheed Suhrawardy Medical College Hospital went there for buffet lunch & Unfortunately Many of us become ill next day and it was due to food poisoning... I am astonished how a restaurant of such level can't maintain their hygiene BTW,refill was too bad.. several items were not served after first time & some of our colleagues wanted wheather it will be refilled or not they said Sorry Sir.. And Temperature was not also well controlled in hall room.. My suggestion for others will be, there are much more better ones here in Dhaka",1,,617,Negative
"#Loved my time in baton rough! Bt after that my time becoming worse than ever i took anyother buffet in Dhaka ! #Many of us suffered from headache ,abdominal cramp due to food poisoning ! You people provide a great service guys!",1,,228,Negative
Quality falling day by day. Set the example of how a high rated restaurant went to low rated. just 2-3 item is good among 101 items. Waste of Money,1,,147,Negative
service was worst...........foods were not tasty at all ..... on the other hand crowd .......uff unbearable,2,,107,Negative
"Very POOR experience we had on 21st July'17. Had been several times there but food taste gone down, very ordinary hotel can cook better than these. Takes time to refill. Very warm atmosphere (how can you enjoy dinner while u sweat?) Very bad customer service - u have to wait for unlimited time if u ask for something. Some of us waited 10 min for spoon, I had to ask 5 times to serve drinks and got after 15 min when we all done eating!! Manager challenged us at the time of bill... and didnt learn how to deal/talk to customers/guests- we had a guest below 10 years who is supposed to get 50% billed but Manager claims she is around 12 years old. (how mean! -in that case shall we keep birth certificate?) Overall experience is very bad! > Food - 1/5 > Environment - 0/5 > Service - 1/5 (if u cant manage the crowd/customers/food/restaurant, better u close it!)",1,,863,Negative
"Just quantity, no quality!!! ..complete disappoinment..!!",1,,57,Negative
"Had an Iftar buffet the day before yesterday. To be honest, the quality streak is no where near what we call uniform. The same items referred to as delicious by your peers, would appear below standard at your turn. And the vice versa in case of items praised by you. Towards the end, while almost majority of the guests were gone, I found a waiter busy in picking up the beefbhuna for himself! They weren't replenishing the items otherwise being called for to refill, that too with sloth-like locomotion. Will never visit again for sure.",1,,537,Negative
Quality is not that good!! Though buffet and a lot variety is there but they should Maintain the quality & taste as well.,2,,121,Negative
"খ�বই খারাপ experience... food taste খারাপ, খাবার refill করতে অনেক time নিচ�ছিল, even plate ও চেয়ে চেয়ে নিচ�ছিল সবাই, �ত গেস�ট কিন�ত� arrangement খ�ব খারাপ ছিল AC �ত low...�ত crowding... �ই cost � better অন�য কোথাও খাওয়া....",2,,408,Negative
Food quality is below average... Instead of adequate AC there were GFC fans.,1,,76,Negative
"Awful,,,,,,,,,without dessert nothing was worthy....",1,,52,Negative
Taka nosto krte chaile nirdidhay chle jan.. Evn khabr o hbe.. R khaite chaile notun kisu khujun..,1,,97,Negative
"...Worst Buffet In The Town...Dessert খ�ব ই ফালত� ছিল।।। �কটা Fish Item ছিল, যা �কট� পর আর খ��জে পাওয়া যায় নি। AC ভাল কাজ করছিল না। সোজা বাংলায় ""ফালত�"" রেস�ট�রেন�ট।",1,,331,Negative
Food was too bad ! free offer peleo jabo na ! khabar onk baje chilo ! ektu o tasty na ! sara rat pet betha niye chilam and gastric er onk prblm hoise khabar atto oily chilo !... Only oder boy der service ta valo chilo ! Atto tasteless khabar khete kew jate na jay ! ami oder baje review deksilam tar por o experience korte jaoa ta chilo amr vul :3,1,,347,Negative
I guess they actually served cockroach special food items. There were living and dead cockroaches in the dishes,1,,111,Negative
তেলাপোকা খাবার বানানোর জন�য বিখ�যাত �ই মাদারী রা।ভ�লেও যাবেন না কেউ,1,,177,Negative
aircondition doesn't work. Test is very unexpected and dessert item is much less than expected. Never wanna go there again,1,,122,Negative
Yesterday we had lunch over there. There were some other programs going on. They use bamboo with cloth to separate space. Food wasn't upto the mark. Dessert items are less than expected. No air conditions were working. After forth complaints they sent a person to fix it but nothing happened. Most places they set up GFC fans. This place is totally a bullshit. I suggest not to go there..,1,,388,Negative
"Foods are disgusting, using GFC fans for cooling the temperature, gilapi and pudding were the only good looking dessert they had!",1,,129,Negative
Terrible food....yuck,1,,21,Negative
Their customer service isn't good enough...:/,2,,45,Negative
Used to be great value for money at the begining but now the quality has gone down.,2,,83,Negative
They better stick to the lifestyle section and don't need to increase brand portfolio since they already know how to make it right and consistent.,1,,146,Negative
"I used to like visiting this cafe but yesterday's experience has made me determined never to visit the place again. I was there with friends and each time my friends wanted to order something, the waiter countered asking them to order someone else. For example, a friend ordered Thai chicken, and the waiter said to order grilled chicken. Another friend ordered chicken pizza and the waiter said to order seafood pizza. These are just 2 examples. The entire fiasco went for more than 15 minutes. And the waiter wasn't even suggesting alternatives. He was blatantly saying, no try the other one. I was extremely pissed with the service and never going back there again.",1,,668,Negative
Had ordered a chicken chowmein...almost choked to death as the meat in the chowmein had bones and one got stuck in my throat...kept coughing forcefully and drank a lot of water which helped the bone slide down...isn't chicken chowmein supposed to be prepared with boneless meat only??,1,,284,Negative
"Today I orders the ""sea food platter"" , which was extremely salty. one of the worst sea food I have ever taken. Service and environment is good though. Been there two times, but never liked their food.",2,,201,Negative
"Shittiest place I've ever been. I ordered crab soup. That tasted like ""jhol"" and had crab shell0s in it. My boyfriend ordered pasta that was undercooked. And tasted like they were coated in powder milk. There were handfull of pastas that we could count just by looking. Still couldn't finish it. Service is a joke. Pricing is sky high",1,,334,Negative
"Couple of days ago we went there & ordered some food and drink the food was WORST as well serviced very poor.hey have no rule like eye contact. after open.we went and enjoyed the food & service but, now it was change to poor. never go there again.",1,,247,Negative
food wasnt good i had chicken and pepper steak chowmen which was more sweet you can cook at home the steak was undercookd if you open a meal restaurant you should make sure the chefs know how to cook those dishes,1,,212,Negative
Ordered fish and chips parcel. They were supposed to serve with tartar sauce but that's missing! Weird service yet pricy.,1,,121,Negative
"hi i went to there with a friend and ordered 1 starter & 2 heavy food but it was very poor, we don,t expect that.probably don,t go again there and can,t suggest to my friends.",1,,175,Negative
Poor customer service i have ever in my life!!! ...,1,,51,Negative
"there serviced good but,food was really poor.i went there but now never go again",1,,80,Negative
Interior is good... Please concentrate on food quality...in the end taste matters!!,2,,83,Negative
"Food quality is poor! Also, price is expensive! Please don't go there... >_<",1,,76,Negative
"There food n service both bad,never go there again(Unsatisfied)",2,,63,Negative
there serviced & all Food was poor(FALTO)next tine will not go again...?,1,,72,Negative
don't go there . service and food both bad :(,1,,45,Negative
good,1,,4,Negative
"Our experience was pretty bad. They seemed new. Most of the foods in their menu were unavailable. They even gave excuses like ""our fridges were down, so we can't prepare the milkshakes"". The staffs took order from us 5 times as anything we ordered was unavailable, as they went on asking the chefs I think. Finally we managed to order something. Then they kept us waiting for too long time. They even forgot half of our order. Also we ordered wrapped swarma and they claimed we ordered arabian swarma. This type of hazardous experience we had. Quality and quantity does not meet up to the pricing. Food is very much over priced. Moreover place is cozy and uncomfortable. They were not professional at all. I'd not recommend this place.",1,,735,Negative
Worst food. Bad service. Coke er glass ta clean koreo dey na makrosha pawa jay. Sub sandwich er bun ta grill kore ghee diye. Ghee er gondhe khawar taste tai noshto hoye jay. Khabar er taste o vlo na. Very bad experience.,,FALSE,220,Negative
"Recently we went there, cool ambiance with good food under reasonable price. Nice Welcome Drink and Chatni with the food. We had ordered several items but mostly we liked the Chicken Chaap and Brain fry. The Beef Chaap was good but it was over cooked and the Seekh Kabab needs to improve lot more. Over all we are happy and like to come again!",1,,343,Negative
1.5 actually. it wasn't fair increasing the price this much (and also the additional tax with that) after getting the attention. best selling point of yours was the reasonable price. not a wise move mate.,2,,204,Negative
Chef is not good enough to make the food taste good.,1,,52,Negative
"প�রথম কথা, ব�ই�া লইতে পারলাম নাহ। দাম বেশি আর স�পেশাল চাপের স�পেশালিটি ব��লাম নাহ। পো�তানো ল�চি আর তিনদিন আগের শসার সালাত খ�বই হতাশাজনক। ওয়েলকাম ড�রিঙ�কটা ভাল ছিল। সার�ভিসও বেশ ভাল ছিল কিন�ত� পানি আর সফট ড�রিঙ�কস �র অতিরিক�ত ম�ল�য কেন তাও ব��লাম নাহ। বন�ধ�র নেওয়া কলার সরবত :v (Banana Milk Shake) �র তারিফ শ�নলাম। সবশেষে ১৬৬ জন �র ৫ তারকা মার�কা রিভিউ �র রহস�য ব�ই�া লওয়াটা কষ�টসাধ�য -_- ।",2,,950,Negative
Heads up everyone you have leave your shoes outside to go inside the restaurant Food is nothing special,2,,103,Negative
I give it 1 star only for its name... what a name of a restaurant! LOL...,1,,73,Negative
#first check d comment regarding my post .................................................................. i ordered chicken alfredo last night....their delivery service was good...but the look of d pizza was horrible..i heard the crust is thinner here...but this extend i never asumed....its like they tried to make a pizza without crust..anywys its not crunchy crust anymore...its sounds crackles because of overburnt...but the taste was not so baad inside ..but bcos of d crust its horrible,2,,494,Negative
"I ordered a 16"" Corleone pizza and according to the current offer going on, I got a 12"" ""so-called"" Margharita pizza free �. Both the pizzas were cold, dry,rubbery and the taste wasn't good at all. The margharita pizza lacked basil leaves which doesn't make it a margharita pizza. And price wise the Corleone pizza is very over-priced.",1,,337,Negative
First review: Better than Pizza Roma ... would have given 5* if the crust were thinner and crunchy ! Revised review: ordered Pizza Salvatone which had few sprinkled strips of steaks unlike the picture shown in the menu. And surprisingly switched homemade tomato sauce to Pran tomato sauce (that's how it tasted)...So the pizza was totally sweet. Not having Pizza La Vita again! Far away from the consistency of Pizza Roma,2,,421,Negative
The most rubbery and dry pizza i have ever had. Had to throw away half the pizza. Absolutely pathetic.,1,,102,Negative
Most ever worst pizza I have eaten today..yakk...Totally waste of money.,1,,72,Negative
"Excellent....I never eat this kind of delicious Pizza (Italian Pizza) in Dhaka before. One of my friend invite me on last Thursday to his house (at Uttara) , He offered me your Pizza ...OMG its realllllllllyyy great. I am from Bashundhara if you kindly serve there it will make me soooo happy....Wish you all the best. :)",2,,321,Negative
Pizzas are really bad.......no flavor......nothing good about pizza la vita....plz dont buy pizza from here � ����,1,,124,Negative
Ordered 1 499 offer. in whole pizza only 2pcs of meat. otherwise everything was ok. mushroom and others were good it was my first order!!!,2,,138,Negative
Worst possible service.... Ordered 3 hrs back for home delivery now during lunch time they are telling no electricity so can't serve....after i called them....they didn't even care to notify me.,1,,194,Negative
"অনেক মজা, খেয়ে অনেক ভালো লাগলো।।��pizza La Vita is a good food... ��",1,,128,Negative
"totally waste of money. so I don't want to waste my words, talking about pizza's quality.",1,,89,Negative
2 star bcz the bun was too much thin . They use mozzarella cheese ufffh it was look nothing there. I think totally waste of money,2,,129,Negative
Not professional.bad service.liars.waste of money.,1,,50,Negative
"I was a very regular client of Food Land.... but recently the dirtyness has increased. cockroaches run all over the tables, and on the spoons. forks to that are placed . foods were so good but now it's served cold... well , guess it will be the last... best of luck",,FALSE,265,Negative
Worst place ever. The food was awful and over priced. No privacy either. ��,1,,79,Negative
"Worst service ever. was there for atleast half an hour waiting for the waiter to take the order.. the waiter was very arrogant and rude. We asked for taking the order 5 to 6 times. he noticed but did not respond. if there was any problem then he could mention gently, rather he just ignored. Never ever gonna go back there.",1,,323,Negative
the place is good to hangout with friends and family ! but the food is horrible ! if taste is your preference then better not to go there ! i dont like the food and also price is bit high according to the quantity they provide .,2,,228,Negative
"Their food taste was worst.I took egg fried rice,thai style fried chicken and chinese vegetable.they don't know how to made thai style fried chicken.chinese vegetable was so hard that we couldn't ate it.if anyone waste your money please come food land cafe,wari.",1,,262,Negative
jnjnjnnjnjnjjjjjjjjjjjjjjjjjjjjjjj,,FALSE,34,Negative
Behavior 4 out of 10 Environment 6 out of 10 Price little bit high ! Nt so gd at all :-/,2,,88,Negative
Their pasta is not good at all... mayanese was not fresh.. Coffee was over chocolatey,1,,85,Negative
lol Service High Price Over-rated place in Wari :(,1,,50,Negative
food is kinda over priced compared to others...ill give 1/10 :(,1,,63,Negative
"worst chowmein ever with worst service. oily wonton.. পচা পচা পচা,,, �কদম বাজে",1,,111,Negative
price is really very high...according this taste of food is horrible.....,1,,73,Negative
"মস�ট ফালত� ক�যাফে, কাস�টমারকে কি ভাবে সার�ভিস দিতে হয় জানেনা। কাস�টমারের সাথে কি ভাবে কথা বলতে হয় জানেনা। নিজেরা ভ�ল করে কাস�টমারকে দোষ চাপায়।",1,,370,Negative
"The service was really bad. The waiters were rude. Apparently the platters are limited, so we could only order platter 1. They served with missing ingredients. After calling them a million times, they came and added the missing ingredients. Also, the platter says 3 dates but they provided only 1. Not that it matters, but at least don't mention the quantity if you can't deliver. The vegetable and the Dory fish batter had hair. We were so pissed off and there was no time to change, so we just didn't bother to let them know or anything. The food was mediocre. Nothing exceptional. The service and the hair made the experience worse. Highly disappointed. We are paying for good service and good food. The least they can do is not serve unhygienic food and be nice to us.",1,,772,Negative
Very overpriced. food not so good. service very slow,,FALSE,52,Negative
"though the ambience of the restaurant and the taste of the food was more or less good, but the quatity of food is horribly less according to the price. we were around 4 people and we ordered a mixed seafood platter worth around 500 tk.. each platter almost contained 4/5 pieces of mushroom, 3/4 pieces of small calamari, 2 pieces of shrimp, nd e few pieces of chicken. the platter was hardly even enough for one person. you should look into the matter.",2,,452,Negative
"I couldn't taste any food, because of Thok Baji: Platter er food item main Menu te achhe. Main Menu er food order korle dite parbe ... Kono shomoshsha nai. But platter dite 2 hours plus late hobe !!! Ajk new Thok Baji Shikhlam ... #Shabdhan SALT LICK I would have ordered other items... But they do include the platter as well. So I didnt find any point to get along with this type of Thok Baji..... Thanks",2,,406,Negative
Food is good can't deny that but their service on the other hand is very bad. Called them up to know whether they have the platters and upon arrival they denied.,,FALSE,161,Negative
"Firstly they threw a offer but on arrival platter 1 is run out, taste of food & soda is major disappointment. Till now no card payment is accepted & 10% service charge is final disappointment, though environment & behavior is good.",1,,231,Negative
Sad. Ordered Creamy Dory but gave us another dish bcos they don't have time as they have a big order to handle lol. Had to wait 40mins for food. Service was poor. Interior is great. Food was average.,2,,199,Negative
"IF U WANNA WASTE UR VALUABLE MONEY BEHIND SOME AWFUL CRAPS (Seafood according to them). Worst possible experience of so called 'seafood'. Overpricing is never am issue if the foods are good and a sense of satisfaction is there in mind. But this unprofessional guys with worthless chef is literally awful. The pics came good on cellphone but dont be misguided by those or the ambience/ interior of the resturant. After sitting over there, we were surprised to see the emptiness of... At last they said they dont accept cards !!!! Coz their owner is not brining the machine from banks ..!!! (Are u kidding me ??) Food: 3(Max)/10 Environment: 8/10 Price: 5/10",1,,656,Negative
Worst food ever they didnt serve fresh food which was cold and smelly. Never going to that restaurent,1,,101,Negative
"It was not food actually, it was a punishment for me. Grow up. People prefer tasty food more than your interior.",1,,112,Negative
"Bad food, over priced, did not deliver according to the menu and waiter lacked in training",1,,90,Negative
Service WORST WORST WORST ..... food average.....,1,,49,Negative
Offer diyeche just but serve korte parena. Order Nia1hour bosia rekhe bole serve kora possible na �������service khubi low.,1,,137,Negative
1 hr por ese bollen hobena. valo laglona beparta :(,1,,51,Negative
